,Unnamed: 0,id,name,host_id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count
2095,2095,29642751,Home in Dublin 1 · 2 bedrooms · 2 beds · 1 bath,33917798,Dublin City,53.35295,-6.24978,Entire home/apt,124.0,2,1,1
2096,2096,793637434798273051,Condo in Dublin 8 · ★4.38 · 1 bedroom · 1 bed · 1 shared bath,483024454,Dublin City,53.34045637028878,-6.275877560887407,Private room,54.0,3,8,51
2097,2097,1000523251495260679,Home in Dublin · ★New · 1 bedroom · 1 bed · 1.5 shared baths,2912704,Dublin City,53.31692,-6.32494,Private room,70.0,1,0,1
2098,2098,27922988,Rental unit in Dublin 4 · 2 bedrooms · 2 beds · 1 shared bath,46863649,Dublin City,53.3326,-6.24428,Private room,124.0,2,0,1
2099,2099,29850737,Home in Dublin 8 · 2 bedrooms · 1 bed · 2 baths,9248000,Dublin City,53.33358,-6.26785,Entire home/apt,124.0,5,0,1
2100,2100,927396508878186181,Rental unit in Dublin 1 · ★5.0 · 1 bedroom · 1 bed · 1 private bath,42166158,Dublin City,53.3484689,-6.2326241,Private room,155.0,2,6,1
2101,2101,896451875993250336,Home in Dublin 8 · ★4.87 · 1 bedroom · 1 bed · 1 bath,16620272,Dublin City,53.33319388884334,-6.275763414038557,Private room,98.0,5,15,3
2102,2102,25409717,Rental unit in Dublin 8 · ★4.26 · 1 bedroom · 3 beds · 1 bath,191822742,Dublin City,53.34218,-6.27577,Entire home/apt,100.0,2,19,1
2103,2103,979733170001452848,Home in Dublin · ★5.0 · 2 bedrooms · 2 beds · 1 bath,33353654,Dublin City,53.31615790713405,-6.308007155233425,Entire home/apt,130.0,2,7,13
2104,2104,871589501071375095,Rental unit in Dublin · 1 bedroom · 1 bed · 1 bath,447026417,Dublin City,53.325976297002185,-6.219389623278815,Entire home/apt,54.0,7,0,2
2105,2105,702689988721551703,Home in Beaumont · ★5.0 · 4 bedrooms · 4 beds · 1.5 baths,219302538,Dublin City,53.38156860474555,-6.233916812058433,Private room,500.0,2,3,3
2106,2106,825841829625383235,Rental unit in Dublin 1 · ★4.93 · 1 bedroom · 1 bed · 1 private bath,16209605,Dublin City,53.3525851,-6.2508507,Private room,130.0,4,15,1
2107,2107,881993203074329547,Home in Dublin · ★4.88 · 1 bedroom · 1 bed · 1 private bath,21668374,Fingal,53.399486502914776,-6.145470486241818,Private room,82.0,2,16,1
2108,2108,25585253,Rental unit in Dublin 8 · 3 bedrooms · 3 beds · 2 baths,69683252,Dublin City,53.34524,-6.27896,Entire home/apt,124.0,1,1,83
2109,2109,962789460497417273,Home in Dublin · 1 bedroom · 1 bed · 1 bath,35681639,Fingal,53.42395819999999,-6.377002500000001,Private room,60.0,2,1,1
2110,2110,25724984,Home in Crumlin · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,34580153,Dublin City,53.3159,-6.3025,Private room,124.0,2,8,1
2111,2111,731254156350718076,Condo in Dublin · ★4.20 · 1 bedroom · 1 bed · 1 private bath,51076404,Dn Laoghaire-Rathdown,53.26392,-6.21904,Private room,75.0,1,5,1
2112,2112,947111469349126307,Tiny home in Dublin · ★New · 1 bedroom · 1 bed · 1 bath,3933394,Dn Laoghaire-Rathdown,53.27947807298455,-6.110059185012542,Entire home/apt,190.0,1,0,1
2113,2113,851412250430345998,Home in Lucan · ★4.43 · 1 bedroom · 1 bed · 1.5 shared baths,194247866,South Dublin,53.35079,-6.42878,Private room,59.0,1,7,2
2114,2114,25762160,Rental unit in Dublin · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,82902365,Dublin City,53.34715,-6.30156,Private room,124.0,6,16,7
2115,2115,25855149,Rental unit in Santry · ★4.62 · 1 bedroom · 1 bed · 1 private bath,160402201,Dublin City,53.38483,-6.2555,Private room,55.0,4,13,22
2116,2116,30583761,Rental unit in Rathborne · 2 bedrooms · 2 beds · 2 baths,86373982,Dublin City,53.37775,-6.32797,Entire home/apt,124.0,5,0,1
2117,2117,25968248,Home in Dublin · 3 bedrooms · 4 beds · 2.5 baths,15018864,Dn Laoghaire-Rathdown,53.27087,-6.22099,Entire home/apt,124.0,7,0,1
2118,2118,28949218,Home in Dublin · 1 bedroom · 1 bed · 1 shared bath,78496036,Fingal,53.40694,-6.17301,Private room,124.0,4,0,1
2119,2119,30118128,Rental unit in Swords · 1 bedroom · 1 bed · 2 baths,29939223,Fingal,53.4548,-6.2206,Private room,124.0,1,1,1
2120,2120,26882828,Townhouse in Dublin · ★4.90 · 3 bedrooms · 1 bed · 1 shared bath,191031172,Dublin City,53.33557,-6.27964,Private room,124.0,2,10,2
2121,2121,27167045,Rental unit in Dublin · 1 bedroom · 1 bed · 1 bath,204000151,Dublin City,53.34247,-6.23757,Private room,124.0,2,1,2
2122,2122,27695073,Home in Dublin · 2 bedrooms · 2 beds · 1 bath,31644227,Dublin City,53.34278,-6.27461,Entire home/apt,124.0,3,0,1
2123,2123,8559817,Home in Blanchardstown · ★4.92 · 1 bedroom · 1 bed · 1 shared bath,45053876,Fingal,53.39647,-6.37737,Private room,63.0,1,286,8
2124,2124,32840013,Rental unit in Dublin 6 · 1 bedroom · 1 bed · 1 bath,247028560,Dublin City,53.32297,-6.25967,Entire home/apt,124.0,3,1,1
2125,2125,32897484,Home in Dublin · ★4.70 · 1 bedroom · 1 bed · 2 shared baths,7732698,Dublin City,53.32661,-6.24987,Private room,124.0,2,20,1
2126,2126,50573341,Condo in Dublin · ★4.71 · 2 bedrooms · 3 beds · 2 baths,240490875,Fingal,53.40351,-6.25709,Entire home/apt,124.0,2,14,1
2127,2127,50600394,Rental unit in Dublin · 1 bedroom · 1 bed · 1 private bath,129230780,Dublin City,53.34851,-6.27573,Private room,1570.0,3,0,66
2128,2128,41474439,"Rental unit in East Wall, Dublin 3 · ★4.33 · 1 bedroom · 1 bed · 1 private bath",149849354,Dublin City,53.35254,-6.23271,Private room,124.0,1,3,1
2129,2129,41983802,Home in Swords · 3 bedrooms · 4 beds · 2.5 shared baths,309003776,Fingal,53.44957,-6.2383,Private room,124.0,2,1,4
2130,2130,42050497,Home in Dublin · 1 bedroom · 2 beds · 1 shared bath,145644468,Fingal,53.40926,-6.17387,Private room,124.0,1,0,1
2131,2131,34539036,Home in Malahide · 2 bedrooms · 1 bed · 1 private bath,58080741,Fingal,53.4467,-6.17984,Private room,124.0,1,1,1
2132,2132,26388412,Home in Santry · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,137298275,Dublin City,53.39857,-6.23599,Private room,55.0,1,577,2
2133,2133,34779611,Townhouse in Dublin 8 · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,262244238,Dublin City,53.34263,-6.29425,Private room,124.0,1,6,1
2134,2134,1040250768214215949,Home in Dublin · ★New · 1 bedroom · 1 bed · 1 bath,28298444,Dublin City,53.40352617822912,-6.154723716828864,Private room,80.0,1,0,1
2135,2135,1011635547668532499,Rental unit in Clongriffin · ★New · 1 bedroom · 1 bed · 2 baths,218656487,Dublin City,53.40171,-6.15779,Private room,86.0,1,0,1
2136,2136,52303339,Home in North Strand · ★4.74 · 3 bedrooms · 5 beds · 1 bath,23927163,Dublin City,53.35777,-6.23739,Entire home/apt,241.0,2,128,1
2137,2137,1016390720627318756,Home in Swords · ★New · 1 bedroom · 4 beds · 1.5 shared baths,512179379,Fingal,53.443070483245386,-6.236423203871039,Shared room,38.0,2,0,14
2138,2138,633708882060466511,Home in Lusk · ★4.40 · 1 bedroom · 1 bed · 1 shared bath,460533388,Fingal,53.53656,-6.16214,Private room,153.0,1,5,2
2139,2139,5480420,Rental unit in Dublin · 1 bedroom · 1 bed · 1 shared bath,27706477,Dublin City,53.3401,-6.27513,Shared room,124.0,3,0,1
2140,2140,6543149,Rental unit in Ranelagh · 2 bedrooms · 2 beds · 2 baths,14622635,Dublin City,53.32705,-6.25739,Entire home/apt,124.0,3,0,1
2141,2141,7554718,Rental unit in Dublin · 1 bedroom · 1 bed · 1 bath,39596618,Dublin City,53.3376,-6.24426,Private room,124.0,3,1,1
2142,2142,11117015,Rental unit in Dublin · 1 bedroom · 1 bed · 1 bath,46409305,Dublin City,53.33789,-6.24201,Private room,124.0,1,1,1
2143,2143,878205721562543287,Rental unit in Dublin · Studio · 1 bed · 1 bath,258154594,Dn Laoghaire-Rathdown,53.29465418702808,-6.135416095430974,Entire home/apt,124.0,14,0,39
2144,2144,1000592637138486697,Home in Dublin · ★New · 5 bedrooms · 5 beds · 2.5 baths,62346160,Dublin City,53.38867246457384,-6.236783678118246,Entire home/apt,320.0,5,0,5
2145,2145,1037121266095215727,Home in Dublin 13 · ★New · 3 bedrooms · 3 beds · 2 baths,548806282,Dublin City,53.39273280264079,-6.163749579512961,Private room,80.0,1,0,2
2146,2146,162809,Townhouse in Dublin · ★4.85 · 2 bedrooms · 4 beds · 1.5 shared baths,777681,Dn Laoghaire-Rathdown,53.28326,-6.19188,Private room,80.0,1,371,2
2147,2147,939685280300776873,Home in Dalkey · 1 bedroom · 1 bed · 1 bath,432330469,Dn Laoghaire-Rathdown,53.2788815,-6.1100648,Private room,50.0,7,0,1
2148,2148,974528998401267330,Rental unit in Dublin · 1 bedroom · 1 bed · 1 bath,535799631,Dn Laoghaire-Rathdown,53.26959,-6.22446,Private room,80.0,1,1,1
2149,2149,23725347,Home in Harold's Cross · 1 bedroom · 1 bed · 1 bath,101099262,Dublin City,53.32913,-6.28085,Entire home/apt,124.0,3,0,1
2150,2150,684788820238868809,Condo in Dublin · ★4.75 · 1 bedroom · 2 beds · 1 bath,24596100,Dublin City,53.31952971095698,-6.260941659494567,Entire home/apt,124.0,3,4,1
2151,2151,919449803449751322,Home in Dublin · 2 bedrooms · 2 beds · 2 baths,132475205,Dublin City,53.33123,-6.25113,Entire home/apt,700.0,2,1,1
2152,2152,919472420643433565,Rental unit in Dublin · ★4.78 · 2 bedrooms · 3 beds · 1 bath,47545901,Dublin City,53.3125935632401,-6.271843172489836,Entire home/apt,230.0,3,9,3
2153,2153,53289715,Home in Swords · ★4.98 · 1 bedroom · 1 bed · 1 private bath,391159175,Fingal,53.44916,-6.23924,Private room,60.0,2,104,1
2154,2154,39120178,Home in Dublin · 1 bedroom · 1 bed · 2 shared baths,4325974,South Dublin,53.28681,-6.32789,Private room,94.0,7,0,1
2155,2155,33637890,Home in Dublin · ★5.0 · 1 bedroom · 1 bed · 1 private bath,53865896,Dn Laoghaire-Rathdown,53.28832,-6.26182,Private room,124.0,2,5,1
2156,2156,41642372,Condo in Dublin 7 · 1 bedroom · 1 bed · 1 shared bath,328518323,Dublin City,53.35045,-6.27835,Private room,15.0,1,0,1
2157,2157,37376225,Townhouse in Dublin · 1 bedroom · 3 beds · 1 bath,276927179,Dublin City,53.3383,-6.22664,Entire home/apt,124.0,2,2,1
2158,2158,45147803,Home in Dublin 7 · 3 bedrooms · 3 beds · 1 bath,29502444,Dublin City,53.35728,-6.29158,Entire home/apt,124.0,14,0,1
2159,2159,49772612,Rental unit in Dublin 2 · 1 bedroom · 1 bed · 1 bath,37643028,Dublin City,53.33854,-6.25056,Entire home/apt,124.0,7,0,1
2160,2160,631076952439016822,Rental unit in Dublin 9 · ★4.36 · 2 bedrooms · 6 beds · 2 baths,49352581,Dublin City,53.38213,-6.24123,Entire home/apt,124.0,3,22,19
2161,2161,684516540626748417,Condo in Dublin · ★5.0 · 1 bedroom · 1 bed · 1 bath,66841281,Dublin City,53.34114166453068,-6.296105135161434,Entire home/apt,200.0,2,8,3
2162,2162,830468827680375234,Home in Dublin 14 · ★5.0 · 1 bedroom · 1 bed · 1 private bath,17110979,Dn Laoghaire-Rathdown,53.30474988793022,-6.246796736340094,Private room,124.0,2,5,1
2163,2163,830506757491584873,Condo in Dublin · 1 bedroom · 2 beds · 1 shared bath,28667055,Dublin City,53.343246755116446,-6.2399411733855965,Private room,180.0,1,1,1
2164,2164,50210326,Bed and breakfast in Malahide · ★5.0 · 1 bedroom · 1 bed · 1 private bath,405260876,Fingal,53.447842,-6.143473,Private room,103.0,2,87,3
2165,2165,983998622389702518,Condo in Dublin · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,159865891,Dn Laoghaire-Rathdown,53.27672723527132,-6.216819928322896,Private room,88.0,1,5,1
2166,2166,18768767,Guest suite in Rathcoole · ★4.74 · 2 bedrooms · 1 bed · 1 bath,38555551,South Dublin,53.28192,-6.47431,Entire home/apt,60.0,4,124,1
2167,2167,954704510630296233,Home in Dublin 8 · 1 bedroom · 1 bed · 1.5 baths,234154931,Dublin City,53.342881134436816,-6.272972670953892,Private room,130.0,2,2,1
2168,2168,719589214205594618,Condo in Dublin 4 · ★4.87 · 1 bedroom · 1 bed · 1 bath,33353654,Dublin City,53.33138,-6.21603,Entire home/apt,164.0,2,52,13
2169,2169,944720272215334842,Rental unit in Dublin 2 · 2 bedrooms · 4 beds · 1 bath,112062166,Dublin City,53.33339027411677,-6.260670080062388,Entire home/apt,124.0,1,1,33
2170,2170,1009238966887390010,Home in Dublin · ★New · 1 bedroom · 1 bed · 1 bath,12579976,Fingal,53.39273201644871,-6.1252840321238775,Private room,80.0,1,1,1
2171,2171,925865481214046949,Condo in Dublin 8 · ★4.88 · 1 bedroom · 1 bed · 1 shared bath,522763419,Dublin City,53.33615,-6.2932,Private room,65.0,2,8,1
2172,2172,910876745508262925,Home in East Wall · ★4.86 · 1 bedroom · 2 beds · 1 bath,511896082,Dublin City,53.35611360740101,-6.237543923096355,Private room,65.0,1,22,2
2173,2173,901219831603450210,"Rental unit in Elmfield, Leopardstown · ★4.93 · 1 bedroom · 1 bed · 1 private bath",140864363,Dn Laoghaire-Rathdown,53.26142,-6.20857,Private room,70.0,1,43,1
2174,2174,918515953976400386,Rental unit in Dublin 4 · ★4.75 · 1 bedroom · 1 bed · 1 private bath,47246228,Dublin City,53.34025,-6.22778,Private room,80.0,3,7,3
2175,2175,634653853279791523,Townhouse in Dublin · ★4.82 · 1 bedroom · 1 bed · 3 shared baths,2615565,Dublin City,53.3565,-6.24336,Private room,81.0,4,34,5
2176,2176,1025013814310027979,Rental unit in Dublin · ★New · 1 bedroom · 2 beds · 1 bath,481644312,Dublin City,53.334151706084846,-6.2228134073192285,Entire home/apt,108.0,1,0,6
2177,2177,1028399379122064601,Rental unit in Dublin · ★New · 1 bedroom · 1 bed · 1 shared bath,480594672,Dublin City,53.35424,-6.2459,Private room,75.0,1,2,1
2178,2178,900184443867274748,Townhouse in County Dublin · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,261236419,South Dublin,53.29629801087795,-6.491426351623176,Private room,67.0,1,22,1
2179,2179,693225823744182422,Home in Dublin · 2 bedrooms · 2 beds · 1.5 baths,21284616,Dn Laoghaire-Rathdown,53.29095,-6.27248,Entire home/apt,124.0,3,2,2
2180,2180,944103844786334849,Home in Dublin 8 · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,22934196,Dublin City,53.33453,-6.32955,Private room,84.0,1,10,1
2181,2181,1025515460383799008,Rental unit in Dublin · ★New · 1 bedroom · 1 bed · 1 private bath,394861788,Dublin City,53.35564595485851,-6.232695673012003,Private room,75.0,1,1,1
2182,2182,857336787289269719,Rental unit in Dublin 9 · ★3.91 · 2 bedrooms · 6 beds · 2 baths,49352581,Dublin City,53.37984,-6.24063,Entire home/apt,147.0,3,11,19
2183,2183,1038620925492162936,Home in Dublin 15 · ★New · 1 bedroom · 1 bed · 2.5 shared baths,129736624,Fingal,53.37967289530818,-6.378288434677313,Private room,32.0,7,0,3
2184,2184,654807014221354957,Rental unit in Dublin 8 · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,458155727,Dublin City,53.34888,-6.29965,Private room,60.0,30,54,1
2185,2185,556863776264318812,Home in Dublin · ★4.34 · 1 bedroom · 1 bed · 3 shared baths,7754103,Dublin City,53.35807,-6.305,Private room,32.0,1,83,11
2186,2186,1270261,Home in Dublin · ★4.85 · 1 bedroom · 6 beds · 2 baths,474328,Fingal,53.5668,-6.31556,Private room,50.0,1,13,1
2187,2187,32782397,Home in Dundrum Dublin · ★4.90 · 1 bedroom · 1 bed · 1.5 shared baths,153424801,Dn Laoghaire-Rathdown,53.28129,-6.23156,Private room,89.0,1,92,2
2188,2188,46718727,Rental unit in Dublin 2 · ★5.0 · 2 bedrooms · 2 beds · 2 baths,343293508,Dublin City,53.33561,-6.24561,Entire home/apt,100.0,14,3,7
2189,2189,996304033513109300,Home in Shankill · ★5.0 · 1 bedroom · 2 beds · 1 private bath,29499512,Dn Laoghaire-Rathdown,53.2430862,-6.1216514,Private room,63.0,1,3,2
2190,2190,49439022,Rental unit in Dublin 7 · 1 bedroom · 1 bed · 1 private bath,129230780,Dublin City,53.34647,-6.27366,Private room,1570.0,3,1,66
2191,2191,995338180482961820,Home in Dublin 11 · ★5.0 · 4 bedrooms · 4 beds · 2 baths,540279176,Dublin City,53.38543,-6.26567,Entire home/apt,250.0,1,5,1
2192,2192,587218,Home in Dublin · ★4.98 · 1 bedroom · 1 bed · 1.5 baths,2895736,Dublin City,53.36405,-6.27351,Private room,90.0,2,257,1
2193,2193,727186626071469081,Home in Lucan · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,473439827,South Dublin,53.35074,-6.42877,Private room,67.0,2,3,4
2194,2194,26634024,Home in Dublin 1 · ★4.63 · 1 bedroom · 2 beds · 2 shared baths,73348133,Dublin City,53.35224,-6.2418,Private room,75.0,3,273,4
2195,2195,26517811,Home in Dublin 4 · 1 bedroom · 1 bed · 1 private bath,24023516,Dublin City,53.33721,-6.22861,Private room,80.0,1,0,3
2196,2196,943462610825585717,Home in East Wall · ★4.77 · 1 bedroom · 1 bed · 1 bath,511896082,Dublin City,53.3550038270233,-6.235739327967167,Private room,69.0,1,22,2
2197,2197,939800047633588805,Rental unit in Dublin · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,23702915,Fingal,53.39288035918246,-6.368761911562403,Private room,61.0,2,19,1
2198,2198,696228041217460087,Home in Dublin 3 · ★5.0 · 2 bedrooms · 2 beds · 2 baths,21864232,Dublin City,53.36707130000001,-6.2176414,Entire home/apt,290.0,5,6,1
2199,2199,49890643,Townhouse in Dublin 6 · 1 bedroom · 1 bed · 1 bath,395585949,Dublin City,53.32225,-6.27297,Private room,40.0,30,1,2
2200,2200,894641437779426358,Rental unit in Dublin 6 · ★4.79 · 1 bedroom · 1 bed · 1 bath,10634466,Dublin City,53.31132,-6.27142,Entire home/apt,142.0,2,14,1
2201,2201,922991998783781896,Rental unit in Ireland · ★4.54 · 1 bedroom · 1 bed · 1 shared bath,102691221,Dublin City,53.33191126759458,-6.271529952292796,Private room,78.0,1,46,4
2202,2202,920868955024540999,Rental unit in Dublin · ★4.71 · 2 bedrooms · 2 beds · 1 bath,47545901,Dublin City,53.31285696611573,-6.272071905975973,Entire home/apt,211.0,3,14,3
2203,2203,699176365390562513,Rental unit in Dublin 4 · ★4.20 · 1 bedroom · 1 bed · 1 bath,475464077,Dublin City,53.34158,-6.23736,Entire home/apt,124.0,1,20,1
2204,2204,878010242457696913,Rental unit in Dublin · 1 bedroom · 1 bed · 1 bath,177833932,Dn Laoghaire-Rathdown,53.27781,-6.12439,Entire home/apt,124.0,3,0,15
2205,2205,1039636874281808718,Rental unit in Dublin 4 · ★New · 1 bedroom · 2 beds · 1 bath,112062166,Dublin City,53.3320537045503,-6.227469506167947,Entire home/apt,120.0,14,0,33
2206,2206,836816977268857985,Rental unit in Dublin · ★4.93 · 1 bedroom · 1 bed · 1 private bath,276546240,Dublin City,53.35932326522211,-6.245532646177587,Private room,84.0,2,29,1
2207,2207,658415284951252875,Home in Dublin · 1 bedroom · 1 bed · 1.5 shared baths,466139607,South Dublin,53.3014622,-6.3762447,Private room,80.0,1,1,1
2208,2208,19680463,Rental unit in Dublin 6 · ★4.94 · 2 bedrooms · 2 beds · 2 baths,22806633,Dublin City,53.31245,-6.27533,Entire home/apt,185.0,2,212,1
2209,2209,46133424,Home in Dublin · ★4.67 · 1 bedroom · 1 bed · 1.5 baths,50218611,South Dublin,53.27276,-6.31235,Private room,100.0,5,3,1
2210,2210,920952374004626937,Home in Dublin · ★5.0 · 1 bedroom · 1 bed · 1 bath,241858685,Dublin City,53.307401923333074,-6.274002386112044,Private room,124.0,3,4,10
2211,2211,914587336576297420,Rental unit in Kimmage · ★4.58 · 2 bedrooms · 2 beds · 1 bath,33353654,Dublin City,53.3149050517756,-6.30851390040185,Entire home/apt,88.0,2,19,13
2212,2212,41577717,Condo in County Dublin · ★4.81 · 1 bedroom · 1 bed · 1.5 shared baths,23327770,South Dublin,53.27891,-6.44543,Private room,60.0,1,89,2
2213,2213,955223327986596892,Home in Dublin 24 · 1 bedroom · 1 bed · 1.5 shared baths,302332460,South Dublin,53.286415152438494,-6.430993209781173,Private room,58.0,5,2,1
2214,2214,944177139670556365,Condo in Dublin 8 · ★New · 1 bedroom · 1 bed · 1 bath,50054355,Dublin City,53.34623,-6.31236,Private room,56.0,2,2,1
2215,2215,659442870215269033,Condo in Dublin 7 · ★4.39 · 1 bedroom · 1 bed · 1 private bath,19313028,Dublin City,53.34924634534301,-6.278315674069147,Private room,124.0,2,36,2
2216,2216,662180026223233960,Home in Dublin 11 · 1 bedroom · 1 bed · 1.5 shared baths,68474550,Dublin City,53.39344,-6.27304,Private room,124.0,28,0,3
2217,2217,1024603880431097437,Home in Dublin · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,98722276,Fingal,53.400309068636176,-6.149490388850498,Private room,48.0,1,3,4
2218,2218,871627220571413571,Condo in Dublin · 1 bedroom · 1 bed · 1 private bath,240639688,South Dublin,53.280522817840655,-6.313422954759512,Private room,72.0,2,0,1
2219,2219,8806790,Home in Dublin · ★4.89 · 2 bedrooms · 2 beds · 1 bath,45885233,Dn Laoghaire-Rathdown,53.28486,-6.14971,Entire home/apt,130.0,3,76,1
2220,2220,1000619372509064795,Rental unit in Dublin · ★New · 1 bedroom · 1 bed · 1 bath,524433587,South Dublin,53.27444,-6.31844,Entire home/apt,150.0,2,0,2
2221,2221,918597732668705769,Rental unit in Dublin 8 · 1 bedroom · 1 bed · 1 bath,521184213,Dublin City,53.33703,-6.27959,Private room,124.0,1,1,3
2222,2222,663536497942922055,Rental unit in Dublin 4 · ★4.50 · 1 bedroom · 1 bed · 1 shared bath,147087299,Dublin City,53.34175,-6.2286,Private room,124.0,1,8,1
2223,2223,821517459475359460,Condo in Dublin 8 · ★4.74 · 1 bedroom · 1 bed · 1 shared bath,498074184,Dublin City,53.3451151887113,-6.280145591233638,Private room,63.0,3,50,1
2224,2224,933155392045159220,Rental unit in Dublin · 1 bedroom · 1 bed · 1 bath,112971494,Dublin City,53.35552,-6.24214,Private room,60.0,2,2,1
2225,2225,663762226097665437,Condo in Dublin · ★5.0 · 1 bedroom · 1 bed · 1 private bath,45215765,Fingal,53.40115,-6.14183,Private room,124.0,1,9,2
2226,2226,994098193684092927,Rental unit in Dublin 9 · ★5.0 · 1 bedroom · 2 beds · 1 bath,154477612,Dublin City,53.39598,-6.24355,Entire home/apt,154.0,2,4,1
2227,2227,665617220824398423,Condo in Honeypark · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,14586582,Dn Laoghaire-Rathdown,53.27788420288432,-6.139540412235726,Private room,72.0,2,9,1
2228,2228,15726268,Townhouse in Sutton · ★4.87 · 1 bedroom · 2 beds · 1 private bath,93444732,Fingal,53.38715,-6.14254,Private room,100.0,2,127,4
2229,2229,773140832832660521,Home in Dublin 6 · ★4.97 · 2 bedrooms · 3 beds · 2 baths,389600952,Dublin City,53.31781849999999,-6.2417517,Entire home/apt,280.0,3,59,1
2230,2230,302554,Rental unit in Dublin · ★4.68 · 1 bedroom · 3 beds · 1 bath,1557844,Dublin City,53.35681,-6.29094,Entire home/apt,155.0,2,69,8
2231,2231,912285475968178295,Home in Dublin · 1 bedroom · 1 bed · 1 bath,23080130,Dublin City,53.35333811981152,-6.233897594308855,Private room,124.0,2,0,1
2232,2232,678834802928455776,Rental unit in Dublin · 1 bedroom · 1 bed · 1.5 baths,414060166,Dublin City,53.33013,-6.2498,Entire home/apt,124.0,2,0,1
2233,2233,39914831,Home in Dublin 15 · ★4.31 · 1 bedroom · 1 bed · 1 bath,112817106,Fingal,53.40057,-6.3852,Private room,89.0,1,39,11
2234,2234,907954985632548912,Home in Dublin 14 · ★5.0 · 2 bedrooms · 2 beds · 1 bath,132679182,Dn Laoghaire-Rathdown,53.2904,-6.22102,Private room,124.0,1,9,4
2235,2235,919565578402522120,Home in Dublin · 2 bedrooms · 2 beds · 2 baths,249829053,Dublin City,53.405506769087616,-6.164044551551342,Entire home/apt,150.0,3,1,1
2236,2236,821518420137180497,Place to stay in Dublin 7 · ★4.91 · 1 bedroom · 2 beds · 1 shared bath,464678156,Dublin City,53.34709811140896,-6.278308007601996,Private room,50.0,2,22,2
2237,2237,47996264,Condo in Dublin · ★4.79 · 1 bedroom · 2 beds · 1 bath,28534443,Dublin City,53.35065,-6.26504,Entire home/apt,176.0,3,122,6
2238,2238,654669663174987958,Guesthouse in Dublin 8 · ★4.58 · 2 bedrooms · 4 beds · 1 bath,465433681,Dublin City,53.34302,-6.3172,Entire home/apt,164.0,2,49,4
2239,2239,673186786666477974,Townhouse in County Dublin · ★4.79 · 1 bedroom · 1 bed · 1 private bath,125887010,South Dublin,53.2874772,-6.4358968,Private room,95.0,1,66,1
2240,2240,704357907613119978,Condo in Dublin · 2 bedrooms · 2 beds · 2 baths,475173392,Dublin City,53.35575,-6.23351,Entire home/apt,124.0,21,0,2
2241,2241,921510501668872686,Rental unit in Dublin 3 · ★5.0 · 1 bedroom · 1 bed · 1 bath,424825236,Dublin City,53.36514533270858,-6.243945718442619,Entire home/apt,124.0,2,6,1
2242,2242,426326,Home in Dublin · ★4.61 · 3 bedrooms · 2 beds · 2 shared baths,766611,Dublin City,53.39027,-6.23547,Private room,84.0,2,264,3
2243,2243,20476881,Home in Dublin 1 · ★4.66 · 1 bedroom · 3 beds · 2 baths,73348133,Dublin City,53.35086,-6.24389,Private room,106.0,3,393,4
2244,2244,1042206721789650872,Rental unit in Dublin · ★New · 1 bedroom · 1 bed · 1 bath,223215628,Fingal,53.3760927703416,-6.392951320709936,Private room,50.0,1,0,2
2245,2245,47090991,Condo in Dublin · ★4.82 · 1 bedroom · 2 beds · 1.5 baths,49269911,Fingal,53.3862,-6.06547,Entire home/apt,157.0,2,168,3
2246,2246,971081099338590399,Home in Dublin 15 · ★5.0 · 1 bedroom · 2 beds · 1 shared bath,112817106,Fingal,53.40117857256533,-6.385480774643894,Private room,122.0,1,4,11
2247,2247,965776193334296042,Home in Dublin 10 · ★5.0 · 1 bedroom · 1 bed · 1 bath,52870326,Dublin City,53.3402,-6.33719,Entire home/apt,120.0,1,3,1
2248,2248,925473612447365285,Home in Rathfarnham · 2 bedrooms · 2 beds · 1 bath,405458315,South Dublin,53.28371,-6.28727,Private room,80.0,1,0,2
2249,2249,923269054196165592,Rental unit in Dublin 8 · 1 bedroom · 1 bed · 1 bath,522407042,Dublin City,53.34462,-6.26586,Private room,124.0,2,2,1
2250,2250,750692488939462272,Home in Drimnagh · 2 bedrooms · 1 bed · 1 bath,6535430,Dublin City,53.32582,-6.2998047,Entire home/apt,214.0,14,0,1
2251,2251,39200408,Home in Dublin 13 · ★5.0 · 1 bedroom · 1 bed · 2 baths,300774283,Fingal,53.38949,-6.14458,Private room,66.0,2,6,2
2252,2252,707801685698258240,Townhouse in Dublin 4 · ★5.0 · 1 bedroom · 1 bed · 1 bath,144276412,Dublin City,53.34066,-6.23416,Entire home/apt,124.0,2,6,1
